sentence_id	chunks_ids	type	score	chunk1	chunk2
136	10 <==> 0	NOALI	NIL	.	-not aligned- 
137	3 <==> 4	SIMI	4	reclines	sitting 
137	4 5 6 7 <==> 5 6 7 8	EQUI	5	on an office chair	on an office chair 
137	1 2 <==> 1 2 3	SPE2	4	A cat	A ginger cat 
137	0 <==> 9	NOALI	NIL	-not aligned-	. 
137	8 <==> 0	NOALI	NIL	.	-not aligned- 
138	3 <==> 4	EQUI	5	sits	is 
138	8 <==> 0	NOALI	NIL	.	-not aligned- 
138	4 5 6 7 <==> 5 6 7	EQUI	5	at the train station	at the station 
138	0 <==> 8	NOALI	NIL	-not aligned-	. 
138	1 2 <==> 1 2 3	SPE2	4	The train	The blue train 
139	9 <==> 0	NOALI	NIL	.	-not aligned- 
139	3 4 <==> 2 3	EQUI	5	of horses	of horses 
139	1 2 <==> 1	EQUI	5	A group	Group 
139	5 <==> 4	EQUI	5	grazing	grazing 
139	6 7 8 <==> 5 6 7	SPE2	4	in a field	in grassy field 
139	0 <==> 8	NOALI	NIL	-not aligned-	. 
140	0 <==> 8	NOALI	NIL	-not aligned-	. 
140	9 <==> 0	NOALI	NIL	.	-not aligned- 
140	5 6 7 8 <==> 5 6 7	SPE1	4	on an icy branch	on a branch 
140	1 2 3 <==> 1 2 3	SIMI	4	A small bird	A yellow bird 
140	4 <==> 4	EQUI	5	perched	perched 
141	1 <==> 1 2	EQUI	5	Boy	A boy 
141	2 3 <==> 0	NOALI	NIL	with glasses	-not aligned- 
141	0 <==> 8	NOALI	NIL	-not aligned-	. 
141	8 <==> 0	NOALI	NIL	.	-not aligned- 
141	4 <==> 3	REL	2	typing	looking 
141	5 6 7 <==> 4 5 6 7	SIMI	3	on a computer	at a computer screen 
142	0 <==> 8 9	NOALI	NIL	-not aligned-	from behind 
142	14 <==> 0	NOALI	NIL	.	-not aligned- 
142	5 6 <==> 4	EQUI	5	their tires	tires 
142	0 <==> 6	NOALI	NIL	-not aligned-	emitting 
142	8 9 10 <==> 0	NOALI	NIL	a black one	-not aligned- 
142	12 13 <==> 0	NOALI	NIL	the frame	-not aligned- 
142	11 <==> 0	NOALI	NIL	leaves	-not aligned- 
142	0 <==> 7	NOALI	NIL	-not aligned-	smoke 
142	0 <==> 10	NOALI	NIL	-not aligned-	. 
142	7 <==> 0	NOALI	NIL	while	-not aligned- 
142	4 <==> 3	EQUI	5	spins	spinning 
142	0 <==> 5	NOALI	NIL	-not aligned-	and 
142	1 2 3 <==> 1 2	EQUI	5	A red truck	Red truck 
143	1 2 3 4 5 <==> 1 2 3 4 5	EQUI	5	Four blue and yellow planes	Four blue and yellow planes 
143	7 8 9 <==> 0	NOALI	NIL	over four boats	-not aligned- 
143	6 <==> 6 7	EQUI	5	flying	in flight 
143	10 <==> 0	NOALI	NIL	.	-not aligned- 
143	0 <==> 8	NOALI	NIL	-not aligned-	. 
144	1 2 <==> 1 2	EQUI	5	A train	A train 
144	3 <==> 3	EQUI	5	is	parked 
144	0 <==> 8	NOALI	NIL	-not aligned-	. 
144	8 <==> 0	NOALI	NIL	.	-not aligned- 
144	4 5 6 7 <==> 4 5 6 7	EQUI	5	at a train station	at a train station 
145	6 7 <==> 6 7 8 9	SPE2	3	through water	towards a the shore 
145	8 <==> 0	NOALI	NIL	.	-not aligned- 
145	2 3 4 <==> 3 4 5	EQUI	5	in yellow canoe	a yellow canoe 
145	1 <==> 1	EQUI	5	Man	Man 
145	5 <==> 2	EQUI	5	paddling	paddling 
145	0 <==> 10	NOALI	NIL	-not aligned-	. 
146	9 10 <==> 0	ALIC	NIL	lined up	-not aligned- 
146	14 <==> 0	NOALI	NIL	.	-not aligned- 
146	11 12 13 <==> 6 7 8	EQUI	5	on the floor	on the floor 
146	0 <==> 9	NOALI	NIL	-not aligned-	. 
146	1 2 3 4 5 6 7 8 <==> 1 2	SPE1	4	Beer bottles -LRB- -LRB- Harp Lager -RRB- -RRB-	A row 
146	0 <==> 3 4 5	ALIC	NIL	-not aligned-	of beer bottles 
147	9 <==> 5	EQUI	5	giving	giving 
147	8 <==> 0	NOALI	NIL	and	-not aligned- 
147	10 11 12 13 <==> 6 7 8 9	EQUI	5	the thumbs up sign	the thumbs up sign 
147	3 4 <==> 0	NOALI	NIL	are posing	-not aligned- 
147	0 <==> 10	NOALI	NIL	-not aligned-	. 
147	1 2 <==> 1 2 3 4	SPE2	3	Two women	Two smiling young women 
147	5 6 7 <==> 0	NOALI	NIL	for the camera	-not aligned- 
147	14 <==> 0	NOALI	NIL	.	-not aligned- 
148	11 <==> 0	NOALI	NIL	.	-not aligned- 
148	7 8 9 10 <==> 8 9	SPE1	4	on a city street	the road 
148	1 2 3 4 5 6 <==> 1 2 3 4 5	SPE1	4	A double decker red United bus	A doubly decker red bus 
148	0 <==> 10	NOALI	NIL	-not aligned-	. 
148	0 <==> 6 7	NOALI	NIL	-not aligned-	driving down 
149	9 <==> 0	NOALI	NIL	.	-not aligned- 
149	2 3 <==> 0	ALIC	NIL	of people	-not aligned- 
149	5 6 <==> 4 5 6	EQUI	5	at table	at a table 
149	7 8 <==> 7 8 9	EQUI	5	of restaurant	at a restaurant 
149	0 <==> 10	NOALI	NIL	-not aligned-	. 
149	1 <==> 1 2	SIMI	4	Group	Two people 
149	4 <==> 3	EQUI	5	sitting	sitting 
150	0 <==> 8	NOALI	NIL	-not aligned-	. 
150	4 <==> 3 4	EQUI	5	drinking	are drinking 
150	8 <==> 0	NOALI	NIL	.	-not aligned- 
150	1 2 3 <==> 1 2	SPE1	4	Two dairy cows	Two cows 
150	5 6 7 <==> 5 6 7	EQUI	5	from a pond	from a pond 
151	0 <==> 9	NOALI	NIL	-not aligned-	. 
151	5 6 7 <==> 0	NOALI	NIL	into a station	-not aligned- 
151	4 <==> 0	NOALI	NIL	coming	-not aligned- 
151	1 2 3 <==> 0	NOALI	NIL	A passenger train	-not aligned- 
151	8 <==> 0	NOALI	NIL	.	-not aligned- 
151	0 <==> 1 2 3	NOALI	NIL	-not aligned-	A large bird 
151	0 <==> 4 5	NOALI	NIL	-not aligned-	is flying 
151	0 <==> 6 7 8	NOALI	NIL	-not aligned-	through the air 
152	0 <==> 3	NOALI	NIL	-not aligned-	horses 
152	4 5 6 7 <==> 4 5 6 7	SIMI	1	in an urban setting	in a fenced area 
152	3 <==> 0	NOALI	NIL	mopeds	-not aligned- 
152	8 <==> 0	NOALI	NIL	.	-not aligned- 
152	2 <==> 2	SIMI	3	ride	riding 
152	1 <==> 1	EQUI	5	People	People 
152	0 <==> 8	NOALI	NIL	-not aligned-	. 
153	3 <==> 3	REL	2	standing	talking 
153	9 <==> 0	NOALI	NIL	.	-not aligned- 
153	1 2 <==> 1 2	SIMI	3	Two women	Two men 
153	4 5 6 7 8 <==> 4 5 6 7 8	SIMI	2	in front of tour bus	in front of a plane 
153	0 <==> 9	NOALI	NIL	-not aligned-	. 
154	0 <==> 9	NOALI	NIL	-not aligned-	. 
154	0 <==> 4 5	NOALI	NIL	-not aligned-	is parked 
154	1 2 3 4 <==> 1 2 3	SPE1	4	Large silver locomotive engine	The silver train 
154	8 <==> 0	NOALI	NIL	.	-not aligned- 
154	5 6 7 <==> 6 7 8	SIMI	3	in a shed	in a station 
155	3 4 <==> 2	SIMI	2	is parked	stand 
155	8 <==> 0	NOALI	NIL	.	-not aligned- 
155	5 6 7 <==> 3 4 5	EQUI	5	outside a bookstore	outside a bookstore 
155	1 2 <==> 0	NOALI	NIL	A bicycle	-not aligned- 
155	0 <==> 1	NOALI	NIL	-not aligned-	People 
155	0 <==> 6	NOALI	NIL	-not aligned-	. 
156	2 <==> 4	SIMI	3	standing	standing 
156	0 <==> 14	NOALI	NIL	-not aligned-	. 
156	0 <==> 1 2 3	NOALI	NIL	-not aligned-	Two police officers 
156	7 8 9 <==> 0	NOALI	NIL	with large building	-not aligned- 
156	12 <==> 0	NOALI	NIL	.	-not aligned- 
156	1 <==> 0	NOALI	NIL	Feet	-not aligned- 
156	10 11 <==> 11 12 13	EQUI	5	in background	in the background 
156	3 4 5 6 <==> 0	NOALI	NIL	on a pretty day	-not aligned- 
156	0 <==> 8 9 10	NOALI	NIL	-not aligned-	with a bus 
156	0 <==> 5 6 7	NOALI	NIL	-not aligned-	behind a van 
157	4 5 <==> 4	EQUI	5	is eating	eating 
157	6 <==> 5	EQUI	5	fruit	fruit 
157	11 <==> 0	NOALI	NIL	.	-not aligned- 
157	7 8 9 10 <==> 6 7 8 9	SPE2	3	on a wire grate	on a bird feeder 
157	0 <==> 10	NOALI	NIL	-not aligned-	. 
157	1 2 3 <==> 1 2 3	EQUI	5	A yellow bird	A yellow bird 
158	4 5 6 <==> 4 5 6	EQUI	5	on the tracks	down the tracks 
158	7 8 9 <==> 0	NOALI	NIL	near a field	-not aligned- 
158	10 <==> 0	NOALI	NIL	.	-not aligned- 
158	3 <==> 3	SIMI	2	sitting	traveling 
158	1 2 <==> 1 2	EQUI	5	A train	A train 
158	0 <==> 7	NOALI	NIL	-not aligned-	. 
159	5 6 7 <==> 0	NOALI	NIL	on a table	-not aligned- 
159	0 <==> 10	NOALI	NIL	-not aligned-	. 
159	0 <==> 6 7 8 9	NOALI	NIL	-not aligned-	of a wooden fencepost 
159	8 9 10 11 12 <==> 0	NOALI	NIL	with a wooden table runner	-not aligned- 
159	1 2 3 <==> 0	NOALI	NIL	A buddha statue	-not aligned- 
159	0 <==> 1 2	NOALI	NIL	-not aligned-	A bird 
159	0 <==> 4 5	NOALI	NIL	-not aligned-	on top 
159	13 <==> 0	NOALI	NIL	.	-not aligned- 
159	4 <==> 3	SIMI	2	sits	standing 
160	1 2 <==> 1 2	SIMI	3	A man	A woman 
160	7 <==> 0	NOALI	NIL	.	-not aligned- 
160	4 5 6 <==> 4 5 6	SIMI	4	a white horse	a brown horse 
160	3 <==> 3	EQUI	5	riding	riding 
160	0 <==> 7	NOALI	NIL	-not aligned-	. 
161	0 <==> 14	NOALI	NIL	-not aligned-	. 
161	0 <==> 8 9 10	NOALI	NIL	-not aligned-	to the side 
161	0 <==> 11 12 13	NOALI	NIL	-not aligned-	of a cage 
161	0 <==> 1 2 3 4 5	NOALI	NIL	-not aligned-	A yellow and orange bird 
161	5 6 <==> 6 7	SIMI	2	is standing	hold on 
161	7 8 9 10 <==> 0	NOALI	NIL	next to a car	-not aligned- 
161	1 2 3 4 <==> 0	NOALI	NIL	A scantily clad woman	-not aligned- 
161	11 <==> 0	NOALI	NIL	.	-not aligned- 
162	7 <==> 0	NOALI	NIL	.	-not aligned- 
162	3 <==> 7	EQUI	5	riding	riding 
162	4 5 6 <==> 8 9 10	EQUI	5	a brown horse	a brown horse 
162	0 <==> 5	NOALI	NIL	-not aligned-	purple 
162	0 <==> 11	NOALI	NIL	-not aligned-	. 
162	1 2 <==> 1 2	SPE2	3	A girl	The jockey 
162	0 <==> 6	NOALI	NIL	-not aligned-	and 
162	0 <==> 3 4	NOALI	NIL	-not aligned-	is wearing 
163	7 <==> 0	ALIC	NIL	looking	-not aligned- 
163	11 <==> 0	ALIC	NIL	.	-not aligned- 
163	1 2 <==> 1 2	EQUI	5	A man	The man 
163	0 <==> 13	ALIC	NIL	-not aligned-	. 
163	8 9 10 <==> 0	ALIC	NIL	toward the sky	-not aligned- 
163	3 <==> 3 4	SIMI	2	sitting	is standing 
163	4 5 6 <==> 5 6 7	SIMI	2	on the grass	on the sidewalk 
163	0 <==> 8 9 10 11 12	ALIC	NIL	-not aligned-	in front of the horse 
164	7 <==> 0	NOALI	NIL	.	-not aligned- 
164	0 <==> 1 2	NOALI	NIL	-not aligned-	The back 
164	0 <==> 7 8	NOALI	NIL	-not aligned-	is adorned 
164	0 <==> 3 4 5 6	NOALI	NIL	-not aligned-	of the stop sign 
164	4 <==> 0	NOALI	NIL	protects	-not aligned- 
164	5 6 <==> 0	NOALI	NIL	its owner	-not aligned- 
164	0 <==> 9 10	NOALI	NIL	-not aligned-	with stickers 
164	1 2 3 <==> 0	NOALI	NIL	The small dog	-not aligned- 
164	0 <==> 11	NOALI	NIL	-not aligned-	. 
165	4 <==> 3	EQUI	5	standing	standing 
165	0 <==> 7	NOALI	NIL	-not aligned-	. 
165	5 6 7 <==> 0	NOALI	NIL	on a carpet	-not aligned- 
165	0 <==> 4 5 6	NOALI	NIL	-not aligned-	in a forest 
165	8 <==> 0	NOALI	NIL	.	-not aligned- 
165	1 2 3 <==> 1 2	SIMI	2	A white cat	A sheep 
166	0 <==> 4 5 6 7	NOALI	NIL	-not aligned-	in a small sailboat 
166	5 6 7 <==> 0	NOALI	NIL	in grassy field	-not aligned- 
166	1 2 3 <==> 0	NOALI	NIL	Two brown horses	-not aligned- 
166	0 <==> 3	NOALI	NIL	-not aligned-	sailing 
166	0 <==> 1 2	NOALI	NIL	-not aligned-	Two men 
166	0 <==> 8	NOALI	NIL	-not aligned-	. 
166	8 <==> 0	NOALI	NIL	.	-not aligned- 
166	4 <==> 0	NOALI	NIL	standing	-not aligned- 
167	4 5 6 <==> 0	NOALI	NIL	of a bookstore	-not aligned- 
167	1 2 <==> 0	NOALI	NIL	A line	-not aligned- 
167	0 <==> 9	NOALI	NIL	-not aligned-	. 
167	3 <==> 0	NOALI	NIL	outside	-not aligned- 
167	7 8 9 <==> 6 7 8	EQUI	5	on a street	on the street 
167	0 <==> 4 5	NOALI	NIL	-not aligned-	is parked 
167	10 <==> 0	NOALI	NIL	.	-not aligned- 
167	0 <==> 1 2 3	NOALI	NIL	-not aligned-	The yellow motorcycle 
168	0 <==> 10	NOALI	NIL	-not aligned-	. 
168	1 2 3 <==> 1 2 3 4	SPE2	4	A passenger jet	A large passenger jet 
168	5 6 7 <==> 6 7 8 9	SPE1	2	on a runway	close to the ground 
168	8 <==> 0	NOALI	NIL	.	-not aligned- 
168	4 <==> 5	REL	2	sits	flying 
169	0 <==> 3 4	NOALI	NIL	-not aligned-	in suits 
169	0 <==> 9	NOALI	NIL	-not aligned-	. 
169	8 <==> 0	NOALI	NIL	.	-not aligned- 
169	5 6 7 <==> 6 7 8	EQUI	5	on a table	at a table 
169	1 2 3 <==> 0	NOALI	NIL	Old green bottle	-not aligned- 
169	0 <==> 1 2	NOALI	NIL	-not aligned-	Three men 
169	4 <==> 5	SIMI	3	sitting	sitting 
170	0 <==> 9	NOALI	NIL	-not aligned-	. 
170	0 <==> 4 5	NOALI	NIL	-not aligned-	is flying 
170	0 <==> 1 2 3	NOALI	NIL	-not aligned-	The white airplane 
170	6 <==> 0	NOALI	NIL	pause	-not aligned- 
170	12 <==> 0	NOALI	NIL	.	-not aligned- 
170	1 2 3 4 5 <==> 0	NOALI	NIL	The black and white cows	-not aligned- 
170	0 <==> 6 7 8	NOALI	NIL	-not aligned-	in the sky 
170	7 8 9 10 11 <==> 0	NOALI	NIL	in front of the gate	-not aligned- 
171	0 <==> 6 7 8	NOALI	NIL	-not aligned-	with his head 
171	4 <==> 0	NOALI	NIL	standing	-not aligned- 
171	0 <==> 9 10	NOALI	NIL	-not aligned-	hanging off 
171	1 2 3 <==> 1 2 3 4 5	SPE2	3	A white cat	A pretty white striped cat 
171	8 <==> 0	NOALI	NIL	.	-not aligned- 
171	0 <==> 13	NOALI	NIL	-not aligned-	. 
171	5 6 7 <==> 11 12	SIMI	1	on a carpet	the table 
172	0 <==> 4 5	NOALI	NIL	-not aligned-	in grass 
172	0 <==> 10	NOALI	NIL	-not aligned-	. 
172	0 <==> 1 2	NOALI	NIL	-not aligned-	White bus 
172	13 <==> 0	NOALI	NIL	.	-not aligned- 
172	0 <==> 3	NOALI	NIL	-not aligned-	parked 
172	1 2 <==> 0	NOALI	NIL	A woman	-not aligned- 
172	10 11 12 <==> 0	NOALI	NIL	in the snow	-not aligned- 
172	3 <==> 0	NOALI	NIL	posing	-not aligned- 
172	4 5 6 7 8 9 <==> 6 7 8 9	SPE1	4	in front of an apartment building	in front of building 
173	0 <==> 12 13 14	NOALI	NIL	-not aligned-	in the background 
173	0 <==> 15	NOALI	NIL	-not aligned-	. 
173	6 7 8 <==> 6 7 8	SPE2	2	on the ground	under a tree 
173	9 <==> 0	NOALI	NIL	.	-not aligned- 
173	0 <==> 1 2	NOALI	NIL	-not aligned-	The back 
173	0 <==> 3 4 5	ALIC	NIL	-not aligned-	of a pig 
173	4 5 <==> 0	NOALI	NIL	is sitting	-not aligned- 
173	1 2 3 <==> 9 10 11	SIMI	1	The black bird	with a cow 
174	10 <==> 0	NOALI	NIL	.	-not aligned- 
174	3 4 5 <==> 3 4 5	SIMI	2	of a cat	of a horse 
174	6 7 8 9 <==> 0	NOALI	NIL	on a cream sofa	-not aligned- 
174	0 <==> 6	NOALI	NIL	-not aligned-	. 
174	1 2 <==> 1 2	EQUI	5	A close-up	A close-up 
175	0 <==> 6	NOALI	NIL	-not aligned-	. 
175	3 4 <==> 2	SIMI	2	are swimming	fly 
175	1 2 <==> 1	EQUI	5	The birds	Birds 
175	8 <==> 0	NOALI	NIL	.	-not aligned- 
175	0 <==> 3	NOALI	NIL	-not aligned-	low 
175	5 6 7 <==> 4 5	SIMI	2	in the water	over water 
176	10 <==> 0	NOALI	NIL	.	-not aligned- 
176	0 <==> 5 6 7	NOALI	NIL	-not aligned-	in the snow 
176	0 <==> 12	NOALI	NIL	-not aligned-	. 
176	6 7 8 9 <==> 8 9 10 11	SPE1	4	on a crowded street	on a public street 
176	0 <==> 4	NOALI	NIL	-not aligned-	partially 
176	1 2 3 4 5 <==> 1 2 3	SIMI	3	A red double decker bus	A white bus 
177	0 <==> 8 9 10	ALIC	NIL	-not aligned-	of green grass 
177	6 7 8 <==> 5 6 7	SPE2	4	in a field	in a field 
177	9 <==> 0	NOALI	NIL	.	-not aligned- 
177	5 <==> 4	EQUI	5	grazing	grazing 
177	3 4 <==> 0	ALIC	NIL	of horses	-not aligned- 
177	0 <==> 11	NOALI	NIL	-not aligned-	. 
177	1 2 <==> 1 2 3	SPE2	3	A group	A brown horse 
178	0 <==> 1 2	NOALI	NIL	-not aligned-	Two woman 
178	9 <==> 0	NOALI	NIL	.	-not aligned- 
178	3 4 5 6 <==> 0	NOALI	NIL	in a fenced kennel	-not aligned- 
178	1 2 <==> 0	NOALI	NIL	Two dogs	-not aligned- 
178	7 8 <==> 0	NOALI	NIL	look ahead	-not aligned- 
178	0 <==> 4 5 6 7	NOALI	NIL	-not aligned-	in a dining room 
178	0 <==> 8 9 10	NOALI	NIL	-not aligned-	with a baby 
178	0 <==> 11	NOALI	NIL	-not aligned-	. 
178	0 <==> 3	NOALI	NIL	-not aligned-	pose 
179	0 <==> 1 2	NOALI	NIL	-not aligned-	A baby 
179	4 5 6 <==> 0	NOALI	NIL	on the tracks	-not aligned- 
179	10 <==> 0	NOALI	NIL	.	-not aligned- 
179	7 8 9 <==> 5 6 7	SIMI	3	near a field	in the grass 
179	1 2 <==> 0	NOALI	NIL	A train	-not aligned- 
179	0 <==> 8	NOALI	NIL	-not aligned-	. 
179	3 <==> 3 4	SIMI	4	sitting	is sitting 
180	10 <==> 0	NOALI	NIL	.	-not aligned- 
180	0 <==> 8 9	NOALI	NIL	-not aligned-	a picture 
180	7 8 9 <==> 0	NOALI	NIL	at a object	-not aligned- 
180	0 <==> 10	NOALI	NIL	-not aligned-	. 
180	0 <==> 7	NOALI	NIL	-not aligned-	taking 
180	6 <==> 0	NOALI	NIL	looking	-not aligned- 
180	1 2 <==> 1 2	EQUI	5	Two women	Two women 
180	0 <==> 5 6	NOALI	NIL	-not aligned-	with one 
180	3 4 5 <==> 3 4	EQUI	5	in the kitchen	in kitchen 
181	7 8 9 <==> 7 8 9	EQUI	5	toward the camera	towards the camera 
181	1 2 3 4 5 <==> 0	NOALI	NIL	A steam engine and train	-not aligned- 
181	10 <==> 0	NOALI	NIL	.	-not aligned- 
181	0 <==> 1 2 3	NOALI	NIL	-not aligned-	A large bird 
181	6 <==> 6	SIMI	2	moving	flying 
181	0 <==> 4 5	NOALI	NIL	-not aligned-	of prey 
181	0 <==> 10	NOALI	NIL	-not aligned-	. 
182	14 <==> 0	NOALI	NIL	.	-not aligned- 
182	10 11 12 13 <==> 0	NOALI	NIL	alongside a large palm	-not aligned- 
182	4 5 6 7 8 9 <==> 4 5 6 7 8 9 10 11 12 13 14 15	SPE2	1	with table , chair and sofa	with a blue sofa , camp bed , wooden bench and dresser 
182	1 2 3 <==> 1 2 3	EQUI	5	A living room	A living room 
182	0 <==> 16	NOALI	NIL	-not aligned-	. 
183	13 <==> 0	NOALI	NIL	.	-not aligned- 
183	1 2 <==> 0	NOALI	NIL	A horse	-not aligned- 
183	0 <==> 1 2	NOALI	NIL	-not aligned-	A group 
183	4 5 6 <==> 0	NOALI	NIL	near a gate	-not aligned- 
183	10 11 12 <==> 8 9 10	EQUI	5	in the background	in the background 
183	7 8 9 <==> 0	NOALI	NIL	with another horse	-not aligned- 
183	0 <==> 11	NOALI	NIL	-not aligned-	. 
183	0 <==> 6 7	NOALI	NIL	-not aligned-	with trees 
183	0 <==> 3 4 5	NOALI	NIL	-not aligned-	of river barges 
183	3 <==> 0	NOALI	NIL	standing	-not aligned- 
184	1 2 3 <==> 1 2	SIMI	4	A steam engine	A train 
184	6 7 8 <==> 4 5 6 7	REL	3	a train track	at a train station 
184	0 <==> 8	NOALI	NIL	-not aligned-	. 
184	4 5 <==> 0	NOALI	NIL	comes down	-not aligned- 
184	9 10 <==> 0	NOALI	NIL	near trees	-not aligned- 
184	11 <==> 0	NOALI	NIL	.	-not aligned- 
184	0 <==> 3	NOALI	NIL	-not aligned-	is 
185	8 9 <==> 0	NOALI	NIL	a baby	-not aligned- 
185	0 <==> 3 4 5	NOALI	NIL	-not aligned-	on a log 
185	3 <==> 2	SIMI	4	sitting	sitting 
185	7 <==> 0	NOALI	NIL	holding	-not aligned- 
185	0 <==> 9	NOALI	NIL	-not aligned-	. 
185	10 <==> 0	NOALI	NIL	.	-not aligned- 
185	4 5 6 <==> 0	NOALI	NIL	on a sofa	-not aligned- 
185	1 2 <==> 0	NOALI	NIL	a woman	-not aligned- 
185	0 <==> 6 7 8	NOALI	NIL	-not aligned-	in a lake 
185	0 <==> 1	NOALI	NIL	-not aligned-	Bird 
186	1 2 <==> 1 2	EQUI	5	Two women	Two women 
186	0 <==> 5 6 7	ALIC	NIL	-not aligned-	of a bus 
186	6 <==> 0	NOALI	NIL	.	-not aligned- 
186	4 <==> 4	SPE2	3	outside	outside 
186	3 <==> 3	SIMI	2	sitting	standing 
186	0 <==> 8	NOALI	NIL	-not aligned-	. 
186	5 <==> 0	NOALI	NIL	laughing	-not aligned- 
187	6 <==> 0	NOALI	NIL	moving	-not aligned- 
187	0 <==> 11	NOALI	NIL	-not aligned-	. 
187	7 8 9 <==> 8 9 10	EQUI	5	toward the camera	at the camera 
187	0 <==> 1 2 3	NOALI	NIL	-not aligned-	A white sheep 
187	1 2 3 4 5 <==> 0	NOALI	NIL	A steam engine and train	-not aligned- 
187	0 <==> 7	NOALI	NIL	-not aligned-	looking 
187	10 <==> 0	NOALI	NIL	.	-not aligned- 
187	0 <==> 4 5 6	NOALI	NIL	-not aligned-	on a hillside 
188	1 2 <==> 1 2	SIMI	1	The bird	The sheep 
188	5 6 7 <==> 5 6 7	SIMI	2	on the branch	under the trees 
188	8 <==> 0	NOALI	3	.	-not aligned- 
188	0 <==> 8	NOALI	NIL	-not aligned-	. 
188	3 4 <==> 3 4	SIMI	3	is sitting	is standing 
189	9 <==> 6 7 8	SPE2	4	looking	is looking up 
189	13 <==> 0	NOALI	NIL	.	-not aligned- 
189	0 <==> 12	NOALI	NIL	-not aligned-	. 
189	1 2 3 4 5 <==> 1 2 3 4 5	SIMI	2	A brown and white cow	The black and white cat 
189	6 7 8 <==> 0	NOALI	NIL	in a field	-not aligned- 
189	10 11 12 <==> 9 10 11	EQUI	5	into the camera	at the camera 
190	0 <==> 18	NOALI	NIL	-not aligned-	. 
190	9 10 11 <==> 16 17	SIMI	4	along the beach	's shore 
190	8 <==> 12	EQUI	5	walking	walk 
190	0 <==> 3 4 5 6 7 8	NOALI	NIL	-not aligned-	with a beard and a skullcap 
190	0 <==> 13 14 15	ALIC	NIL	-not aligned-	along the ocean 
190	1 2 3 4 5 <==> 1 2	SIMI	2	A man and a woman	A man 
190	6 7 <==> 0	NOALI	NIL	holding hands	-not aligned- 
190	0 <==> 9 10 11	ALIC	NIL	-not aligned-	and a boy 
190	12 <==> 0	NOALI	NIL	.	-not aligned- 
191	1 2 3 4 5 <==> 1 2 3 4 5 6	SIMI	2	A black and white dog	A small black and white goat 
191	7 8 9 <==> 12 13 14	EQUI	5	at the camera	at the camera 
191	0 <==> 7 8 9	NOALI	NIL	-not aligned-	in a pen 
191	0 <==> 15	NOALI	NIL	-not aligned-	. 
191	10 <==> 0	NOALI	NIL	.	-not aligned- 
191	6 <==> 10 11	SPE2	4	looking	looking up 
192	1 2 3 4 <==> 1 2 3 4 5	EQUI	5	Red double decker bus	A red double decker bus 
192	0 <==> 7 8 9	NOALI	NIL	-not aligned-	down a street 
192	0 <==> 10	NOALI	NIL	-not aligned-	. 
192	8 <==> 0	NOALI	NIL	.	-not aligned- 
192	7 <==> 0	NOALI	NIL	passengers	-not aligned- 
192	5 6 <==> 0	NOALI	NIL	taking on	-not aligned- 
192	0 <==> 6	NOALI	NIL	-not aligned-	driving 
193	4 <==> 0	NOALI	NIL	coloring	-not aligned- 
193	0 <==> 17	NOALI	NIL	-not aligned-	. 
193	0 <==> 9 10	NOALI	NIL	-not aligned-	on top 
193	0 <==> 11 12 13 14 15 16	NOALI	NIL	-not aligned-	of a gray and white horse 
193	0 <==> 8	NOALI	NIL	-not aligned-	sits 
193	1 2 3 <==> 1 2 3 4	SPE2	3	A young boy	A young blonde girl 
193	5 6 7 8 9 10 <==> 0	NOALI	NIL	with a red and blue crayon	-not aligned- 
193	0 <==> 5 6 7	NOALI	NIL	-not aligned-	in riding gear 
193	11 <==> 0	NOALI	NIL	.	-not aligned- 
194	1 2 <==> 1 2	EQUI	5	A group	A group 
194	0 <==> 7 8 9 10	NOALI	NIL	-not aligned-	past a giant mushroom 
194	0 <==> 6	NOALI	NIL	-not aligned-	walking 
194	0 <==> 11	NOALI	NIL	-not aligned-	. 
194	9 <==> 0	NOALI	NIL	.	-not aligned- 
194	3 4 <==> 3 4 5	SPE2	4	of people	of four people 
194	5 6 7 8 <==> 0	NOALI	NIL	in a living room	-not aligned- 
195	13 <==> 0	NOALI	NIL	.	-not aligned- 
195	1 2 <==> 1 2	SIMI	2	The cat	Than horse 
195	0 <==> 4 5 6	NOALI	NIL	-not aligned-	in a field 
195	5 6 7 <==> 0	NOALI	NIL	between two bicycles	-not aligned- 
195	8 9 10 11 12 <==> 7 8 9 10 11	SIMI	3	in front of a door	in front of a fence 
195	3 4 <==> 3	SIMI	2	is sitting	standing 
195	0 <==> 12	NOALI	NIL	-not aligned-	. 
196	0 <==> 5 6 7	NOALI	NIL	-not aligned-	in the shade 
196	4 5 6 7 <==> 0	NOALI	NIL	in a pale scarf	-not aligned- 
196	0 <==> 13	NOALI	NIL	-not aligned-	. 
196	3 <==> 0	NOALI	NIL	dressed	-not aligned- 
196	0 <==> 11 12	NOALI	NIL	-not aligned-	of soda 
196	1 2 <==> 1 2	SPE2	2	A man	A runner 
196	0 <==> 3 4	NOALI	NIL	-not aligned-	is resting 
196	8 9 10 <==> 0	NOALI	NIL	with a stick	-not aligned- 
196	0 <==> 8 9 10	NOALI	NIL	-not aligned-	with a bottle 
196	11 <==> 0	NOALI	NIL	.	-not aligned- 
197	0 <==> 1 2 3	NOALI	NIL	-not aligned-	A gray cat 
197	1 2 3 4 5 <==> 0	NOALI	NIL	A very retro living room	-not aligned- 
197	11 <==> 0	NOALI	NIL	.	-not aligned- 
